"Year","Gender","Level of Degree or Other Award","Academic Discipline, Detailed (standardized)","Academic Institution (standardized)","FICE","Degrees/Awards Conferred (NCES population of institutions)(Sum)"
1972,"Female","Bachelor's Degrees","Psychology","Indiana University at Bloomington",1809,92
1972,"Female","Bachelor's Degrees","Psychology","Pennsylvania State U, Main Campus",6965,102
1972,"Female","Bachelor's Degrees","Psychology","Purdue University, All Campuses",8732,9
1972,"Female","Bachelor's Degrees","Psychology","Purdue University, Main Campus",1825,60
1972,"Female","Bachelor's Degrees","Economics","Indiana University at Bloomington",1809,7
1972,"Female","Bachelor's Degrees","Economics","Pennsylvania State U, Main Campus",6965,6
1972,"Female","Bachelor's Degrees","Economics","Purdue University, Main Campus",1825,40
1972,"Female","Bachelor's Degrees","Political Science and Public Administration","Indiana University at Bloomington",1809,44
1972,"Female","Bachelor's Degrees","Political Science and Public Administration","Pennsylvania State U, Main Campus",6965,26
1972,"Female","Bachelor's Degrees","Political Science and Public Administration","Purdue University, Main Campus",1825,23
1972,"Female","Bachelor's Degrees","Sociology","Indiana University at Bloomington",1809,82
1972,"Female","Bachelor's Degrees","Sociology","Pennsylvania State U, Main Campus",6965,37
1972,"Female","Bachelor's Degrees","Sociology","Purdue University, Main Campus",1825,59
1972,"Female","Bachelor's Degrees","Anthropology","Indiana University at Bloomington",1809,21
1972,"Female","Bachelor's Degrees","Anthropology","Pennsylvania State U, Main Campus",6965,23
1972,"Female","Bachelor's Degrees","Anthropology","Purdue University, Main Campus",1825,5
1972,"Female","Bachelor's Degrees","Linguistics","Indiana University at Bloomington",1809,1
1972,"Female","Bachelor's Degrees","Linguistics","Pennsylvania State U, Main Campus",6965,5
1972,"Female","Bachelor's Degrees","Area and Ethnic Studies","Indiana University at Bloomington",1809,1
1972,"Female","Bachelor's Degrees","Area and Ethnic Studies","Pennsylvania State U, Main Campus",6965,5
1972,"Female","Bachelor's Degrees","Other Social Sciences","Indiana University at Bloomington",1809,88
1972,"Female","Bachelor's Degrees","Other Social Sciences","Pennsylvania State U, Main Campus",6965,46
1972,"Female","Bachelor's Degrees","Other Social Sciences","Purdue University, All Campuses",8732,3
1972,"Female","Bachelor's Degrees","Other Social Sciences","Purdue University, Main Campus",1825,52
1972,"Female","Bachelor's Degrees","Engineering Technologies","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Bachelor's Degrees","Health Technologies","Pennsylvania State U, Main Campus",6965,31
1972,"Female","Bachelor's Degrees","Health Technologies","Purdue University, Main Campus",1825,15
1972,"Female","Bachelor's Degrees","Interdisciplinary or Other Sciences","Indiana University at Bloomington",1809,2
1972,"Female","Bachelor's Degrees","Interdisciplinary or Other Sciences","Pennsylvania State U, Main Campus",6965,116
1972,"Female","Bachelor's Degrees","Interdisciplinary or Other Sciences","Purdue University, Main Campus",1825,8
1972,"Female","Bachelor's Degrees","History","Indiana University at Bloomington",1809,41
1972,"Female","Bachelor's Degrees","History","Pennsylvania State U, Main Campus",6965,33
1972,"Female","Bachelor's Degrees","History","Purdue University, All Campuses",8732,1
1972,"Female","Bachelor's Degrees","History","Purdue University, Main Campus",1825,6
1972,"Female","Bachelor's Degrees","English and Literature","Indiana University at Bloomington",1809,265
1972,"Female","Bachelor's Degrees","English and Literature","Pennsylvania State U, Main Campus",6965,236
1972,"Female","Bachelor's Degrees","English and Literature","Purdue University, All Campuses",8732,11
1972,"Female","Bachelor's Degrees","English and Literature","Purdue University, Main Campus",1825,98
1972,"Female","Bachelor's Degrees","Foreign Languages","Indiana University at Bloomington",1809,165
1972,"Female","Bachelor's Degrees","Foreign Languages","Pennsylvania State U, Main Campus",6965,91
1972,"Female","Bachelor's Degrees","Foreign Languages","Purdue University, Main Campus",1825,66
1972,"Female","Bachelor's Degrees","Other Humanities","Indiana University at Bloomington",1809,5
1972,"Female","Bachelor's Degrees","Other Humanities","Pennsylvania State U, Main Campus",6965,5
1972,"Female","Bachelor's Degrees","Other Humanities","Purdue University, Main Campus",1825,1
1972,"Female","Bachelor's Degrees","Religion and Theology","Indiana University at Bloomington",1809,14
1972,"Female","Bachelor's Degrees","Arts and Music","Indiana University at Bloomington",1809,157
1972,"Female","Bachelor's Degrees","Arts and Music","Pennsylvania State U, Main Campus",6965,71
1972,"Female","Bachelor's Degrees","Arts and Music","Purdue University, All Campuses",8732,2
1972,"Female","Bachelor's Degrees","Arts and Music","Purdue University, Main Campus",1825,47
1972,"Female","Bachelor's Degrees","Architecture and Environmental Design","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Bachelor's Degrees","Architecture and Environmental Design","Purdue University, Main Campus",1825,31
1972,"Female","Bachelor's Degrees","Other Science/Technical Education","Indiana University at Bloomington",1809,2
1972,"Female","Bachelor's Degrees","Other Science/Technical Education","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Bachelor's Degrees","Non-Science Education","Indiana University at Bloomington",1809,649
1972,"Female","Bachelor's Degrees","Non-Science Education","Pennsylvania State U, Main Campus",6965,680
1972,"Female","Bachelor's Degrees","Non-Science Education","Purdue University, All Campuses",8732,1
1972,"Female","Bachelor's Degrees","Non-Science Education","Purdue University, Main Campus",1825,486
1972,"Female","Bachelor's Degrees","Business and Management","Indiana University at Bloomington",1809,64
1972,"Female","Bachelor's Degrees","Business and Management","Pennsylvania State U, Main Campus",6965,41
1972,"Female","Bachelor's Degrees","Business and Management","Purdue University, Main Campus",1825,5
1972,"Female","Bachelor's Degrees","Communication and Librarianship","Indiana University at Bloomington",1809,54
1972,"Female","Bachelor's Degrees","Communication and Librarianship","Pennsylvania State U, Main Campus",6965,50
1972,"Female","Bachelor's Degrees","Communication and Librarianship","Purdue University, Main Campus",1825,17
1972,"Female","Bachelor's Degrees","Law","Pennsylvania State U, Main Campus",6965,4
1972,"Female","Bachelor's Degrees","Social Service Professions","Indiana University at Bloomington",1809,43
1972,"Female","Bachelor's Degrees","Social Service Professions","Pennsylvania State U, Main Campus",6965,117
1972,"Female","Bachelor's Degrees","Social Service Professions","Purdue University, Main Campus",1825,6
1972,"Female","Bachelor's Degrees","Vocational Studies and Home Economics","Indiana University at Bloomington",1809,57
1972,"Female","Bachelor's Degrees","Vocational Studies and Home Economics","Pennsylvania State U, Main Campus",6965,236
1972,"Female","Bachelor's Degrees","Vocational Studies and Home Economics","Purdue University, Main Campus",1825,115
1972,"Female","Bachelor's Degrees","Other Non-sciences or Unknown Disciplines","Indiana University at Bloomington",1809,26
1972,"Female","Bachelor's Degrees","Other Non-sciences or Unknown Disciplines","Pennsylvania State U, Main Campus",6965,9
1972,"Female","Bachelor's Degrees","Other Non-sciences or Unknown Disciplines","Purdue University, Main Campus",1825,29
1972,"Female","Associate's Degrees","Other Life Sciences","Purdue University, All Campuses",8732,96
1972,"Female","Associate's Degrees","Other Life Sciences","Purdue University, Main Campus",1825,94
1972,"Female","Associate's Degrees","Engineering Technologies","Purdue University, Main Campus",1825,2
1972,"Female","Associate's Degrees","Health Technologies","Purdue University, All Campuses",8732,24
1972,"Female","Associate's Degrees","Arts and Music","Purdue University, Main Campus",1825,1
1972,"Female","Associate's Degrees","Business and Management","Pennsylvania State U, Main Campus",6965,3
1972,"Female","Associate's Degrees","Business and Management","Purdue University, All Campuses",8732,21
1972,"Male","Doctorate Degrees","Aerospace Engineering","Pennsylvania State U, Main Campus",6965,4
1972,"Male","Doctorate Degrees","Chemical Engineering","Pennsylvania State U, Main Campus",6965,4
1972,"Male","Doctorate Degrees","Chemical Engineering","Purdue University, Main Campus",1825,9
1972,"Male","Doctorate Degrees","Civil Engineering","Pennsylvania State U, Main Campus",6965,7
1972,"Male","Doctorate Degrees","Civil Engineering","Purdue University, Main Campus",1825,12
1972,"Male","Doctorate Degrees","Electrical Engineering","Pennsylvania State U, Main Campus",6965,5
1972,"Male","Doctorate Degrees","Electrical Engineering","Purdue University, Main Campus",1825,28
1972,"Male","Doctorate Degrees","Mechanical Engineering","Pennsylvania State U, Main Campus",6965,10
1972,"Male","Doctorate Degrees","Mechanical Engineering","Purdue University, Main Campus",1825,23
1972,"Male","Doctorate Degrees","Materials Engineering","Pennsylvania State U, Main Campus",6965,5
1972,"Male","Doctorate Degrees","Materials Engineering","Purdue University, Main Campus",1825,3
1972,"Male","Doctorate Degrees","Industrial Engineering","Purdue University, Main Campus",1825,10
1972,"Male","Doctorate Degrees","Other Engineering","Pennsylvania State U, Main Campus",6965,9
1972,"Male","Doctorate Degrees","Other Engineering","Purdue University, Main Campus",1825,24
1972,"Male","Doctorate Degrees","Astronomy","Indiana University at Bloomington",1809,1
1972,"Male","Doctorate Degrees","Astronomy","Pennsylvania State U, Main Campus",6965,1
1972,"Male","Doctorate Degrees","Chemistry","Indiana University at Bloomington",1809,18
1972,"Male","Doctorate Degrees","Chemistry","Pennsylvania State U, Main Campus",6965,35
1972,"Male","Doctorate Degrees","Chemistry","Purdue University, Main Campus",1825,46
1972,"Male","Doctorate Degrees","Physics","Indiana University at Bloomington",1809,13
1972,"Male","Doctorate Degrees","Physics","Pennsylvania State U, Main Campus",6965,24
1972,"Male","Doctorate Degrees","Physics","Purdue University, Main Campus",1825,19
1972,"Male","Doctorate Degrees","Other Physical Sciences","Pennsylvania State U, Main Campus",6965,4
1972,"Male","Doctorate Degrees","Atmospheric Sciences","Pennsylvania State U, Main Campus",6965,6
1972,"Male","Doctorate Degrees","Earth Sciences","Indiana University at Bloomington",1809,6
1972,"Male","Doctorate Degrees","Earth Sciences","Pennsylvania State U, Main Campus",6965,8
1972,"Male","Doctorate Degrees","Earth Sciences","Purdue University, Main Campus",1825,3
1972,"Male","Doctorate Degrees","Mathematics and Statistics","Indiana University at Bloomington",1809,14
1972,"Male","Doctorate Degrees","Mathematics and Statistics","Pennsylvania State U, Main Campus",6965,14
1972,"Male","Doctorate Degrees","Mathematics and Statistics","Purdue University, Main Campus",1825,12
1972,"Male","Doctorate Degrees","Computer Science","Pennsylvania State U, Main Campus",6965,5
1972,"Male","Doctorate Degrees","Computer Science","Purdue University, Main Campus",1825,5
1972,"Male","Doctorate Degrees","Agricultural Sciences","Pennsylvania State U, Main Campus",6965,17
1972,"Male","Doctorate Degrees","Agricultural Sciences","Purdue University, Main Campus",1825,31
1972,"Male","Doctorate Degrees","Biological Sciences","Indiana University at Bloomington",1809,32
1972,"Male","Doctorate Degrees","Biological Sciences","Pennsylvania State U, Main Campus",6965,32
1972,"Male","Doctorate Degrees","Biological Sciences","Purdue University, Main Campus",1825,61
1972,"Male","Doctorate Degrees","Medical Sciences","Pennsylvania State U, Main Campus",6965,2
1972,"Male","Doctorate Degrees","Medical Sciences","Purdue University, Main Campus",1825,11
1972,"Male","Doctorate Degrees","Other Life Sciences","Indiana University at Bloomington",1809,3
1972,"Male","Doctorate Degrees","Other Life Sciences","Purdue University, Main Campus",1825,8
1972,"Male","Doctorate Degrees","Psychology","Indiana University at Bloomington",1809,15
1972,"Male","Doctorate Degrees","Psychology","Pennsylvania State U, Main Campus",6965,14
1972,"Male","Doctorate Degrees","Psychology","Purdue University, Main Campus",1825,24
1972,"Male","Doctorate Degrees","Economics","Indiana University at Bloomington",1809,7
1972,"Male","Doctorate Degrees","Economics","Pennsylvania State U, Main Campus",6965,12
1972,"Male","Doctorate Degrees","Economics","Purdue University, Main Campus",1825,25
1972,"Male","Doctorate Degrees","Political Science and Public Administration","Indiana University at Bloomington",1809,31
1972,"Male","Doctorate Degrees","Political Science and Public Administration","Pennsylvania State U, Main Campus",6965,1
1972,"Male","Doctorate Degrees","Political Science and Public Administration","Purdue University, Main Campus",1825,3
