"Year","Academic Discipline, Broad (standardized)","Level of Degree or Other Award","Highest Degree (standardized)","Degrees/Awards Conferred (NCES population of institutions)(Sum)"
1968,"Communication and Librarianship","Doctorate Degrees","Doctorate-granting Institutions",54
1968,"Communication and Librarianship","Bachelor's Degrees","Doctorate-granting Institutions",4306
1968,"Communication and Librarianship","Bachelor's Degrees","First Professional Institutions",55
1968,"Communication and Librarianship","Bachelor's Degrees","Master's-granting Institutions",772
1968,"Communication and Librarianship","Bachelor's Degrees","Bachelor's-granting Institutions",44
1968,"Law","Doctorate Degrees","Doctorate-granting Institutions",34
1968,"Law","Doctorate Degrees","First Professional Institutions",2
1968,"Law","Bachelor's Degrees","Doctorate-granting Institutions",316
1968,"Law","Bachelor's Degrees","First Professional Institutions",18
1968,"Law","Bachelor's Degrees","Master's-granting Institutions",123
1968,"Law","Bachelor's Degrees","Bachelor's-granting Institutions",20
1968,"Social Service Professions","Doctorate Degrees","Doctorate-granting Institutions",77
1968,"Social Service Professions","Bachelor's Degrees","Doctorate-granting Institutions",1668
1968,"Social Service Professions","Bachelor's Degrees","First Professional Institutions",80
1968,"Social Service Professions","Bachelor's Degrees","Master's-granting Institutions",608
1968,"Social Service Professions","Bachelor's Degrees","Bachelor's-granting Institutions",155
1968,"Social Service Professions","Bachelor's Degrees","Other/Unknown Degree Level",7
1968,"Vocational Studies and Home Economics","Doctorate Degrees","Doctorate-granting Institutions",71
1968,"Vocational Studies and Home Economics","Bachelor's Degrees","Doctorate-granting Institutions",5306
1968,"Vocational Studies and Home Economics","Bachelor's Degrees","First Professional Institutions",132
1968,"Vocational Studies and Home Economics","Bachelor's Degrees","Master's-granting Institutions",1584
1968,"Vocational Studies and Home Economics","Bachelor's Degrees","Bachelor's-granting Institutions",357
1968,"Vocational Studies and Home Economics","Bachelor's Degrees","Other/Unknown Degree Level",41
1968,"Other Non-sciences or Unknown Disciplines","Doctorate Degrees","Doctorate-granting Institutions",103
1968,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Doctorate-granting Institutions",2712
1968,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","First Professional Institutions",30
1968,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Master's-granting Institutions",745
1968,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Bachelor's-granting Institutions",316
1968,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Other/Unknown Degree Level",33
1969,"Engineering","Doctorate Degrees","Doctorate-granting Institutions",3391
1969,"Engineering","Doctorate Degrees","Master's-granting Institutions",2
1969,"Engineering","Bachelor's Degrees","Doctorate-granting Institutions",34403
1969,"Engineering","Bachelor's Degrees","First Professional Institutions",203
1969,"Engineering","Bachelor's Degrees","Master's-granting Institutions",5564
1969,"Engineering","Bachelor's Degrees","Bachelor's-granting Institutions",1393
1969,"Engineering","Bachelor's Degrees","Other/Unknown Degree Level",19
1969,"Physical Sciences","Doctorate Degrees","Doctorate-granting Institutions",3386
1969,"Physical Sciences","Bachelor's Degrees","Doctorate-granting Institutions",10722
1969,"Physical Sciences","Bachelor's Degrees","First Professional Institutions",553
1969,"Physical Sciences","Bachelor's Degrees","Master's-granting Institutions",5035
1969,"Physical Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",2268
1969,"Physical Sciences","Bachelor's Degrees","Two-year Institutions",1
1969,"Physical Sciences","Bachelor's Degrees","Other/Unknown Degree Level",44
1969,"Geosciences","Doctorate Degrees","Doctorate-granting Institutions",439
1969,"Geosciences","Bachelor's Degrees","Doctorate-granting Institutions",2011
1969,"Geosciences","Bachelor's Degrees","First Professional Institutions",46
1969,"Geosciences","Bachelor's Degrees","Master's-granting Institutions",687
1969,"Geosciences","Bachelor's Degrees","Bachelor's-granting Institutions",180
1969,"Math and Computer Sciences","Doctorate Degrees","Doctorate-granting Institutions",1161
1969,"Math and Computer Sciences","Bachelor's Degrees","Doctorate-granting Institutions",14774
1969,"Math and Computer Sciences","Bachelor's Degrees","First Professional Institutions",702
1969,"Math and Computer Sciences","Bachelor's Degrees","Master's-granting Institutions",9703
1969,"Math and Computer Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",2967
1969,"Math and Computer Sciences","Bachelor's Degrees","Two-year Institutions",3
1969,"Math and Computer Sciences","Bachelor's Degrees","Other/Unknown Degree Level",114
1969,"Life Sciences","Doctorate Degrees","Doctorate-granting Institutions",4021
1969,"Life Sciences","Doctorate Degrees","First Professional Institutions",3
1969,"Life Sciences","Bachelor's Degrees","Doctorate-granting Institutions",42343
1969,"Life Sciences","Bachelor's Degrees","First Professional Institutions",1866
1969,"Life Sciences","Bachelor's Degrees","Master's-granting Institutions",13886
1969,"Life Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",5758
1969,"Life Sciences","Bachelor's Degrees","Two-year Institutions",1
1969,"Life Sciences","Bachelor's Degrees","Other/Unknown Degree Level",282
1969,"Psychology","Doctorate Degrees","Doctorate-granting Institutions",1501
1969,"Psychology","Doctorate Degrees","Master's-granting Institutions",7
1969,"Psychology","Bachelor's Degrees","Doctorate-granting Institutions",17188
1969,"Psychology","Bachelor's Degrees","First Professional Institutions",824
1969,"Psychology","Bachelor's Degrees","Master's-granting Institutions",8026
1969,"Psychology","Bachelor's Degrees","Bachelor's-granting Institutions",3200
1969,"Psychology","Bachelor's Degrees","Two-year Institutions",5
1969,"Psychology","Bachelor's Degrees","Other/Unknown Degree Level",215
1969,"Social Sciences","Doctorate Degrees","Doctorate-granting Institutions",2435
1969,"Social Sciences","Bachelor's Degrees","Doctorate-granting Institutions",56471
1969,"Social Sciences","Bachelor's Degrees","First Professional Institutions",2918
1969,"Social Sciences","Bachelor's Degrees","Master's-granting Institutions",28780
1969,"Social Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",11263
1969,"Social Sciences","Bachelor's Degrees","Two-year Institutions",4
1969,"Social Sciences","Bachelor's Degrees","Other/Unknown Degree Level",623
1969,"Science and Engineering Technologies","Doctorate Degrees","Doctorate-granting Institutions",35
1969,"Science and Engineering Technologies","Bachelor's Degrees","Doctorate-granting Institutions",3047
1969,"Science and Engineering Technologies","Bachelor's Degrees","First Professional Institutions",81
1969,"Science and Engineering Technologies","Bachelor's Degrees","Master's-granting Institutions",1463
1969,"Science and Engineering Technologies","Bachelor's Degrees","Bachelor's-granting Institutions",145
1969,"Interdisciplinary or Other Sciences","Doctorate Degrees","Doctorate-granting Institutions",42
1969,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Doctorate-granting Institutions",3737
1969,"Interdisciplinary or Other Sciences","Bachelor's Degrees","First Professional Institutions",111
1969,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Master's-granting Institutions",2288
1969,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",2116
1969,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Other/Unknown Degree Level",8
1969,"Humanities","Doctorate Degrees","Doctorate-granting Institutions",3054
1969,"Humanities","Doctorate Degrees","Master's-granting Institutions",2
1969,"Humanities","Doctorate Degrees","Other/Unknown Degree Level",1
1969,"Humanities","Bachelor's Degrees","Doctorate-granting Institutions",64526
1969,"Humanities","Bachelor's Degrees","First Professional Institutions",3892
1969,"Humanities","Bachelor's Degrees","Master's-granting Institutions",39403
1969,"Humanities","Bachelor's Degrees","Bachelor's-granting Institutions",16230
1969,"Humanities","Bachelor's Degrees","Two-year Institutions",28
1969,"Humanities","Bachelor's Degrees","Other/Unknown Degree Level",1138
1969,"Religion and Theology","Doctorate Degrees","Doctorate-granting Institutions",183
1969,"Religion and Theology","Bachelor's Degrees","Doctorate-granting Institutions",139
1969,"Religion and Theology","Bachelor's Degrees","First Professional Institutions",159
1969,"Religion and Theology","Bachelor's Degrees","Master's-granting Institutions",126
1969,"Religion and Theology","Bachelor's Degrees","Bachelor's-granting Institutions",189
1969,"Religion and Theology","Bachelor's Degrees","Other/Unknown Degree Level",6
1969,"Arts and Music","Doctorate Degrees","Doctorate-granting Institutions",684
1969,"Arts and Music","Bachelor's Degrees","Doctorate-granting Institutions",17552
1969,"Arts and Music","Bachelor's Degrees","First Professional Institutions",690
1969,"Arts and Music","Bachelor's Degrees","Master's-granting Institutions",10147
1969,"Arts and Music","Bachelor's Degrees","Bachelor's-granting Institutions",2996
1969,"Arts and Music","Bachelor's Degrees","Two-year Institutions",11
1969,"Arts and Music","Bachelor's Degrees","Other/Unknown Degree Level",244
1969,"Architecture and Environmental Design","Doctorate Degrees","Doctorate-granting Institutions",32
1969,"Architecture and Environmental Design","Bachelor's Degrees","Doctorate-granting Institutions",3089
1969,"Architecture and Environmental Design","Bachelor's Degrees","First Professional Institutions",9
1969,"Architecture and Environmental Design","Bachelor's Degrees","Master's-granting Institutions",379
1969,"Education","Doctorate Degrees","Doctorate-granting Institutions",4885
1969,"Education","Doctorate Degrees","Master's-granting Institutions",7
1969,"Education","Bachelor's Degrees","Doctorate-granting Institutions",69991
1969,"Education","Bachelor's Degrees","First Professional Institutions",4371
1969,"Education","Bachelor's Degrees","Master's-granting Institutions",64810
1969,"Education","Bachelor's Degrees","Bachelor's-granting Institutions",14147
1969,"Education","Bachelor's Degrees","Two-year Institutions",8
1969,"Education","Bachelor's Degrees","Other/Unknown Degree Level",1344
1969,"Business and Management","Doctorate Degrees","Doctorate-granting Institutions",552
1969,"Business and Management","Bachelor's Degrees","Doctorate-granting Institutions",58041
1969,"Business and Management","Bachelor's Degrees","First Professional Institutions",3452
1969,"Business and Management","Bachelor's Degrees","Master's-granting Institutions",28216
1969,"Business and Management","Bachelor's Degrees","Bachelor's-granting Institutions",6142
1969,"Business and Management","Bachelor's Degrees","Two-year Institutions",166
1969,"Business and Management","Bachelor's Degrees","Other/Unknown Degree Level",675
1969,"Communication and Librarianship","Doctorate Degrees","Doctorate-granting Institutions",39
1969,"Communication and Librarianship","Bachelor's Degrees","Doctorate-granting Institutions",4980
1969,"Communication and Librarianship","Bachelor's Degrees","First Professional Institutions",88
1969,"Communication and Librarianship","Bachelor's Degrees","Master's-granting Institutions",1061
1969,"Communication and Librarianship","Bachelor's Degrees","Bachelor's-granting Institutions",68
1969,"Law","Doctorate Degrees","Doctorate-granting Institutions",18
1969,"Law","Bachelor's Degrees","Doctorate-granting Institutions",313
1969,"Law","Bachelor's Degrees","First Professional Institutions",2
1969,"Law","Bachelor's Degrees","Master's-granting Institutions",90
1969,"Law","Bachelor's Degrees","Bachelor's-granting Institutions",10
1969,"Social Service Professions","Doctorate Degrees","Doctorate-granting Institutions",90
1969,"Social Service Professions","Bachelor's Degrees","Doctorate-granting Institutions",2347
1969,"Social Service Professions","Bachelor's Degrees","First Professional Institutions",113
1969,"Social Service Professions","Bachelor's Degrees","Master's-granting Institutions",721
1969,"Social Service Professions","Bachelor's Degrees","Bachelor's-granting Institutions",190
1969,"Social Service Professions","Bachelor's Degrees","Other/Unknown Degree Level",17
